Name;Id;TextStraDllId;New game sector;Rescaled X;Rescaled Y;Core/Rim;PictureId;EncyclopediaDescription
Yag'Dhul;199;11929;Mid Rim South;499;631;Rim;193;"Yag'Dhul (L-14, Mid Rim South, 4 hyperlanes)
Geology: Planet, Barren, Oceans
Species: Givin (native)
Economy: -
History: Yag'Dhul continues to hold its strategic importance due to its location at the intersection of multiple hyperspace routes. As the conflict between the Galactic Empire and the Rebel Alliance intensified, both factions sought to secure control over Yag'Dhul, recognizing the value of its positioning. The inhabitants, known for their expertise in hyperspace-related technology, found themselves in a delicate position, attempting to navigate the ever-changing political landscape while retaining their own interests. Yag'Dhul's unique place in the galaxy ensured its ongoing involvement in the struggle that unfolded after the pivotal battle at the end of Episode 4.
Sources: Atlas
"
Belderone;200;12032;Outer Rim East;762;259;Rim;10;"Belderone (R-6, Outer Rim East, 4 hyperlanes)
Geology: Planet
Species: Firrerreo, Human, Stenax
Economy: -
History: Belderone, once a strategic stronghold for the Empire, experienced significant turmoil. The Belderone sector, which had housed a crucial Imperial shipyard, soon found itself in a power vacuum. Various factions, both local and external, vied for control of the region, leading to prolonged conflicts and skirmishes. Despite the constant upheaval, Belderone's inhabitants managed to maintain a semblance of order and stability. The world was known for its military prowess, which contributed to the ongoing struggle for power. As the larger conflict continued to escalate, Belderone would ultimately find itself at the center of key political and military developments in the galaxy.
Sources: Atlas"
Boonta;201;12033;Outer Rim East;779;321;Rim;17;"Boonta (S-8, Outer Rim East, 5 hyperlanes)
Geology: Planet, Dry, Baren Wastelands
Species: Human, Hutt
Economy: -
History: Boonta experienced a shift in political and social dynamics. This change was triggered by the weakening of the reigning galactic regime and the rise of the Rebellion. The local government on Boonta, originally loyal to the dominant regime, began to face internal divisions as various factions vied for power. During this period, Boonta's culture was influenced by a blend of traditional and new customs, as well as the influx of refugees from nearby conflict zones. The population growth led to rapid urbanization and the development of new infrastructure. Technology advanced at an impressive rate, particularly in the fields of communication and transportation, which allowed for greater interconnectivity and exchange of ideas. Despite the ongoing power struggles, Boonta managed to maintain a degree of stability, and its residents adapted to the evolving political landscape. The planet became known for its resilience and adaptability during these tumultuous times.
Sources: -
"
Dennogra;202;12034;Outer Rim East;794;293;Rim;45;"Dennogra (S-8, Outer Rim East, 2 hyperlanes)
Geology: Planet, Warm, Sand
Species: ...
Economy: -
History: Dennogra experienced significant changes in its political landscape. Previously under the control of the Galactic Empire, the planet witnessed a surge of rebel activity and a rise in anti-Imperial sentiment. The native inhabitants capitalized on the Empire's weakened state to push for greater autonomy and self-governance. Local resistance groups banded together and formed a coalition, leading to a series of skirmishes and conflicts against the remaining Imperial forces. Eventually, the united resistance achieved victory, driving the Empire's presence from the surface and establishing a new government. The newfound freedom allowed for the revitalization of cultural practices, flourishing of arts, and development of technology. However, the planet's leaders continued to remain vigilant against potential external threats, seeking alliances with other anti-Imperial factions to ensure their continued independence and security.
Sources: Rebels
"
Iego;203;12035;Outer Rim East;807;273;Rim;76;"Iego (T-7, Outer Rim East, 0 hyperlane)
Geology: Planet, Hot, Humid, Temperate, Tropical, Basaltic Spires, Canyons, Deserts
Species: Diathim, Human, Ithorian, Kajain'sa'Nikto, Quarren, Rodian
Economy: Spice
History: Iego remains a remote and mysterious world on the fringes of the galaxy. Known for its treacherous space routes, it was often avoided by travelers and traders. Home to various myths and legends, including the alleged curse of the mythical ""Maelstrom,"" the planet piqued the interest of those seeking adventure or refuge from the ongoing conflicts. As the Galactic Civil War raged on, Iego continued to harbor a diverse mix of individuals, including outlaws, exiles, and other fringe dwellers. Despite its obscurity, the planet's unique culture and history persisted amid the wider galactic turmoil.
Sources: Clone Wars, Atlas
"
Ossus;204;12036;Outer Rim East;782;255;Rim;129;"Ossus (R-6, Outer Rim East, 3 hyperlanes)
Geology: Planet, Temperate, Hills, Forests, Mountains, Caves
Species: Ysanna (native)
Economy: Tech
History: Ossus remains a mysterious and enigmatic world. Once a thriving center of Jedi knowledge, it now lay in ruins, its vast libraries and ancient knowledge lost to time. Few ventured to Ossus, as the cataclysmic event that had devastated the planet left a lingering sense of danger. However, the world's historical significance to the Jedi made it a place of great interest for those seeking to rediscover the secrets of the Force. The Empire maintained a watchful eye on Ossus, wary of any attempts to rekindle the Jedi legacy hidden within its ancient ruins.
Sources: Atlas
"
Saleucami;205;12037;Outer Rim East;766;302;Rim;148;"Saleucami (S-8, Outer Rim East, 0 hyperlane)
Geology: Planet, Arid, Temperate, Caves, Deserts, Mountains, Swamps, Volcanoes
Species: Human (native), Gotal, Gran, Rodian, Twi'lek, Weequay, Wroonian
Economy: Food, Raw Materials, Botanicals, Finished Goods, Medicines,Tech
History: Saleucami is in a period of significant transition. The planet had previously been a battleground during the Clone Wars, with a notable conflict taking place between the Galactic Republic and the Separatist forces. After the Republic's transformation into the Galactic Empire, Saleucami continued to be a site of strategic importance. Following the Death Star's demise, resistance against the Empire surged, with Saleucami becoming a refuge for fleeing rebels and other opposition groups. The planet's inhabitants, including various displaced settlers, worked to rebuild their lives amidst the ongoing power struggle that defined the galaxy.
Sources: Episode 3, Clone Wars, Atlas
"
Sriluur;206;12038;Outer Rim East;799;325;Rim;161;"Sriluur (S-8, Outer Rim East, 4 hyperlanes)
Geology: Planet, Temperate, Arid, Deserts, Dry Scrub-lands, Rocky Bandlands
Species: Weequay (native), Tarnab
Economy: Purified Water, Gems, Minerals
History: Sriluur continues to serve as a haven for illicit activities and criminal enterprises. Despite the ongoing war between the Empire and the Rebel Alliance, the planet's ruling crime syndicates maintained their grip on power, exploiting the chaos of the wider galaxy to their advantage. Sriluur's notorious reputation made it a popular destination for smugglers, bounty hunters, and other unsavory individuals, with the local criminal underworld thriving during this period. While the planet's criminal elements prospered, ordinary citizens struggled to make a living under the constant shadow of crime and corruption that defined life on Sriluur.
Sources: -
"
Sy Myrth;207;12039;Outer Rim East;770;282;Rim;163;"Sy Myrth (S-7, Outer Rim East, 4 hyperlanes)
Geology: Planet
Species: Sy Myrthian (native)
Economy: -
History: Sy Myrth remains relatively unaffected by the conflict between the Empire and the Rebel Alliance. The inhabitants of the planet continued to engage in their unique form of democratic government, in which political power was determined by the outcome of competitive games. Though Sy Myrth stayed largely neutral during the ongoing war, its government faced pressure from both the Empire and the Rebel Alliance, each hoping to sway the planet's allegiance to their respective cause. Despite these external pressures, Sy Myrth maintained its independence, focusing on its internal affairs and preserving its distinctive political traditions.
Sources: Atlas
"
Tund;208;12040;Outer Rim East;820;313;Rim;181;"Tund (U-8, Outer Rim East, 0 hyperlane)
Geology: Planet, Radioactive, Wastelands
Species: Toong (native), Sith
Economy: -
History: Tund remains a mysterious and enigmatic world. Historically a stronghold of an ancient order of sorcerers, its isolation shielded it from the immediate impact of the broader galactic conflict. The world's reclusive nature and its inhabitants' secretive practices allowed them to maintain their traditions and way of life, largely unimpeded by the turbulence of the galaxy at large. The events surrounding the Death Star only reinforced Tund's isolationist stance, as its inhabitants continued to focus on preserving their unique heritage and culture amidst the uncertainty of the era.
Sources: Atlas"
Voss;209;12041;Outer Rim East;802;248;Rim;187;"Voss (S-6, Outer Rim East, 0 hyperlane)
Geology: Planet, Temperate, Forests, Mountains, Oceans, Plateaus
Species: Gormak (native), Voss (native), Human
Economy: -
History: Voss remains relatively secluded from the galaxy's wider conflicts. The enigmatic Voss Mystics, renowned for their powerful force abilities and prophetic visions, continued to shape the planet's society and maintained their influential role in governing Voss. While both the Empire and the Rebellion were aware of the Mystics' potential, they chose to avoid Voss, respecting the planet's neutrality. This decision allowed Voss to preserve its unique culture and customs during these tumultuous times, while its inhabitants continued to explore the depths of their mysterious connection to the Force.
Sources: [legends], SWTOR
"
Bescane;210;12048;Outer Rim North;384;104;Rim;12;"Bescane (K-3, Outer Rim North, 3 hyperlanes)
Geology: Planet, Temperate, Cool, Urban
Species: Human
Economy: Raw Materials, Biochemicals, Food, Atmospheric and Hydrospherical Replenishment, Entertainment, Heavy Metals, Ion Fuel, Bonded Materials, Mid-level Tech, Mass-produced Materials, Chemicals
History: Bescane, known for its robust technology sector, experiences a significant shift in political dynamics. Though the inhabitants remained largely neutral, the balance of power changed as the ruling Imperial forces faced mounting opposition. As the conflict intensified, Bescane's position as a hub for advanced technology and manufacturing attracted the attention of various factions seeking to bolster their capabilities. During this period, the planet's leadership navigated a delicate path to maintain neutrality, despite mounting pressure from opposing forces. Bescane became an essential, yet discreet, player in the unfolding galactic struggle, providing technological resources and expertise to those in need while attempting to avoid direct confrontation.
Sources: Atlas"
Dantooine;211;12049;Outer Rim North;416;132;Rim;41;"Dantooine (L-4, Outer Rim North, 4 hyperlanes)
Geology: Planet, Temperate, Lush Forests, Grasslands, Hills, Mountains, Oceans, Great Lakes, Rivers
Species: Human
Economy: Tech, Luxury, Food
History: Dantooine served as a base for the Rebel Alliance, who used it as a location to coordinate their operations against the Empire. The planet's remote location and its ability to support life made it an ideal location for the Rebels to hide and plan their next moves. However, the planet's involvement in the conflict made it a target for Imperial forces, who sought to eliminate the Rebel presence on the planet. Despite this, Dantooine remained a vital location for the Rebel Alliance in their fight against the Empire.
Sources: Episode 4, Clone Wars, Rebels, Star Wars Galaxies, Kotor 1, Kotor 2, Atlas
"
Dubrillion;212;12050;Outer Rim North;416;112;Rim;51;"Dubrillion (K-3, Outer Rim North, 4 hyperlanes)
Geology: Planet, Oceans
Species: Chazrach, Human, Yuuzhan Vong
Economy: -
History: Dubrillion is affected by the Galactic Civil War that ensued between the Rebel Alliance and the Galactic Empire. The planet became a strategic location due to its position near the Corellian Trade Spine, and both sides attempted to gain control of it. Dubrillion was subjected to military campaigns, battles, and raids. It suffered heavy damage and loss of life, with many of its cities and infrastructure destroyed. Dubrillion was left scarred and destabilized, struggling to recover from the conflict.
Sources: SWTOR, Atlas
"
Jaemus;213;12051;Outer Rim North;396;124;Rim;81;"Jaemus (K-4, Outer Rim North, 4 hyperlanes)
Geology: Planet
Species: Human
Economy: Starships
History: Jaemus maintains its role as a significant manufacturing center. During the ongoing Galactic Civil War, the planet's industrial capabilities were of great interest to both the Galactic Empire and the Rebel Alliance. The Empire, in particular, sought to utilize Jaemus' production facilities to bolster its war machine, creating a variety of weapons, ships, and other military assets. Despite being a battleground for control, the planet's inhabitants persisted, adapting to the changing political landscape. Throughout the conflict, Jaemus remained a key target for both sides, its industrial might shaping the course of the war.
Sources: -"
Kalee;214;12052;Outer Rim North;376;129;Rim;85;"Kalee (J-4, Outer Rim North, 0 hyperlane)
Geology: Planet, Arctic, Arid, Temperate, Tropical, Canyons, Rainforests, Seas
Species: Kaleesh (native)
Economy: Food, Medicine, Tech, Weapons, Exotic Animals, Mercenaries
History: Kalee continues to be known for its warrior culture and the martial prowess of its native Kaleesh. As the Galactic Civil War intensified, the planet's strategic significance grew. Both the Galactic Empire and the Rebel Alliance sought to recruit or ally with the fierce Kaleesh warriors, hoping to harness their combat skills for their respective causes. Amidst the shifting political landscape, the inhabitants of Kalee found themselves caught in the middle of the galactic conflict, facing both opportunities and challenges. Despite the external pressures, Kalee's proud warrior traditions persisted, shaping the planet's role in the ongoing struggle.
Sources: Atlas
"
Lah'Mu;215;12053;Outer Rim North;435;125;Rim;95;"Lah'mu (L-3, Outer Rim North, 0 hyperlane)
Geology: Planet, Temperate, Black sand beaches, Fertile Lowlands, Plateaus, Mountains
Species: Human
Economy: -
History: Lah'mu remains relatively undisturbed, maintaining its reputation as a remote and secluded world. The planet's obscurity served as an advantage, allowing it to avoid the chaos and conflict that ensued following the pivotal battle. As the Rebellion continued its fight against the Empire, Lah'mu's isolation made it an attractive location for those seeking refuge from the turmoil. Although the planet was not directly involved in the larger galactic struggle, its untouched natural resources and potential for covert operations ensured its significance in the grand scheme of events.
Sources: Rogue One
"
Mortis;216;12054;Outer Rim North;402;74;Rim;112;"Mortis (K-2, Outer Rim North, 0 hyperlane)
Geology: Planet, Ethereal Realm, Floating Mountains, Lush Forests, Molten Caverns
Species: Force-wielder
Economy: -
History: Mortis, an enigmatic and ethereal realm, remains shrouded in obscurity. As a place that transcended traditional conceptions of space and time, Mortis was known to only a few. The realm was home to three powerful Force-wielders, who represented different aspects of the Force: the Father, the Son, and the Daughter. Their influence on the broader conflict was subtle, with their existence known by just a few individuals. Following the first Death Star's destruction, Mortis persisted as a mysterious and elusive presence in the galaxy, its significance known to only a select few.
Sources: Clone Wars"
Muunilinst;217;12055;Outer Rim North;396;145;Rim;114;"Muunilinst (K-4, Outer Rim North, 3 hyperlanes)
Geology: Planet, Temperate, Plains, Forests, Hills, Mountains , Cities
Species: Muun, ...
Economy: Food, Consumer Goods, Metals
History: Muunilinst, home to the Muuns and the InterGalactic Banking Clan (IGBC), faced a period of uncertainty. The planet had been heavily involved in the financing of the Clone Wars, backing both the Galactic Republic and the Confederacy of Independent Systems. With the rise of the Galactic Empire, Muunilinst's financial sector was subjected to greater scrutiny and regulation. The IGBC, which had enjoyed significant influence during the Clone Wars, saw its power wane as the Empire tightened its grip on the galaxy. Despite these challenges, Muunilinst remained an important financial hub, adapting to the changing political landscape.
Sources: Clone Wars
"
Ord Trasi;218;12056;Outer Rim North;427;149;Rim;128;"Ord Trasi (L-4, Outer Rim North, 4 hyperlanes)
Geology: Planet, Cool, Arid, Mountains, Plains
Species: Human, Wookiee
Economy: High Tech, Refined Materials, Starships
History: Ord Trasil experiences a period of growth and development. As a key military and logistical outpost, it attracted the attention of both the Empire and the Rebel Alliance, resulting in a delicate balance of power on the world. The Imperial presence on Ord Trasil remained strong, and the planet served as a staging area for various operations. The Rebel Alliance, recognizing the strategic importance of Ord Trasil, conducted covert activities and maintained a network of informants. Despite the tensions, the inhabitants continued their daily lives, adapting to the ever-changing political landscape.
Sources: Atlas"
Sernpidal;219;12057;Outer Rim North;434;89;Rim;151;"Sernpidal (L-3, Outer Rim North, 3 hyperlanes)
Geology: Planet, Deserts, Ravines, Seas
Species: Sernpidalian (native), Human
Economy: Food, Water, Tech, Metals
History: Sernpidal continues its existence in relative obscurity. As a remote and unassuming world, it did not attract significant attention from the Galactic Empire or other factions. Its residents carried on with their daily lives, largely unaffected by the larger galactic conflict. Sernpidal's isolation provided a degree of protection from the turmoil and upheaval occurring throughout the galaxy. In the aftermath of the Death Star's demise, various groups and individuals sought refuge on lesser-known worlds such as Sernpidal, appreciating the anonymity and distance from the ongoing conflict between the Empire and the Rebel Alliance.
Sources: Atlas
"
Bith;220;12064;Outer Rim South;487;764;Rim;15;"Bith (M-18, Outer Rim South, 2 hyperlanes)
Geology: Planet, Mountains, Jungle, Swamp
Species: Bith (native), Y-bith (native)
Economy: Tertiary, Technology, Medicine, Cybernetic implants, Trade, Art
History: Bith, home to a highly intelligent and creative species, underwent significant developments. As a neutral territory, it capitalized on its population's innate talents, becoming a hub for musical, artistic, and scientific endeavors. The inhabitants, known for their advanced technology and skill in engineering, contributed to the restoration and innovation of the galaxy. In particular, they played a crucial role in the development of advanced sensor technology, enhancing the capabilities of spacefaring vessels. This period of growth and progress was accompanied by increased interstellar trade, cultural exchange, and diplomatic relations, solidifying Bith's reputation as a key player in galactic affairs.
Sources: Rebels"
Crait;221;12065;Outer Rim South;531;743;Rim;36;"Crait (N-17, Outer Rim South, 0 hyperlane)
Geology: Planet, Hot, Dry, Salt Flats
Species: -
Economy: Rhodochrosite, Sodium
History: Crait gained prominence as a hidden base for the Rebellion. A remote, largely uninhabited world, it featured vast salt flats and a network of subterranean caves. The Rebel Alliance repurposed an abandoned mine as a secret outpost, serving as a temporary headquarters for their operations against the Empire. In time, the Rebels moved to other locations, and Crait was once again abandoned. The planet's historical significance, however, continued to attract attention from both scholars and collectors. Various relics, including artifacts and equipment used by the Rebellion during their stay, were sought after by many individuals.
Sources: Episode 8, Battlefront 2"
Dagobah;222;12066;Outer Rim South;503;802;Rim;40;"Dagobah (M-19, Outer Rim South, 0 hyperlane)
Geology: Planet, Hot, Humid, Bayous, Swamp, Bogs, Jungles, Dry Uplands
Species: Tash (native), Yoda's Specy
Economy: -
History: Dagobah became a significant refuge for the legendary Jedi Master Yoda. This remote world, characterized by dense swamps and treacherous terrain, provided an ideal hiding spot for the Jedi, who sought isolation in order to protect himself and the remnants of his order. The planet's inherent strong connection to the Force allows Jedi to develop abilities. Dagobah remains a secluded, uncharted world, its verdant landscapes and Force-sensitive ecosystems largely undisturbed by the greater galactic events.
Sources: Episode 5, Episode 6, Clone Wars, Rebels, Atlas
"
Eriadu;223;12067;Outer Rim South;493;746;Rim;57;"Eriadu (M-18, Outer Rim South, 7 hyperlanes)
Geology: Planet, Temperate, Jungles, Mountains
Species: Human, Rodian
Economy: Lommite
History: With the Rebel Alliance gaining momentum against the oppressive regime, Eriadu, a world known for its influential figures and industrial prowess, found itself navigating the complex political landscape that emerged during this period. As the ruling regime struggled to maintain control, it sought to consolidate power and support in key areas, including Eriadu. This led to an increase in military presence and efforts to suppress dissent on the world. Meanwhile, the Rebel Alliance recognized Eriadu's strategic importance and aimed to disrupt the regime's plans there. Consequently, Eriadu became a stage for clandestine operations, espionage, and covert skirmishes between the opposing factions. Though not directly impacted by large-scale battles, Eriadu's history during this time was marked by intrigue and subterfuge, as the planet's inhabitants faced the challenges of a rapidly changing galactic landscape.
Sources: Rebels, Atlas"
Kabal;224;12068;Outer Rim South;529;766;Rim;84;"Kabal (N-18, Outer Rim South, 4 hyperlanes)
Geology: Planet, Oceans, Large Forested Islands
Species: Houk, Human, Krish, Squib
Economy: -
History: Kabal remains a largely agricultural world, known for its vast fields and picturesque landscapes. Despite the ongoing Galactic Civil War, the planet's inhabitants were able to maintain their way of life, focusing on the cultivation of their lands. Although the conflict between the Galactic Empire and the Rebel Alliance was ever-present, Kabal managed to avoid becoming a significant battleground. The local population remained steadfast in their agricultural pursuits, ensuring the continued production of food and resources for themselves and others. Amidst the chaos of the war, Kabal persisted as a haven of stability and productivity.
Sources: Atlas"
Mustafar;225;12069;Outer Rim South;473;792;Rim;113;"Mustafar (L-19, Outer Rim South, 0 hyperlane)
Geology: Planet, Hot, Caves, Forests, Glens, Lava seas, Molten Rock plains, Obsidian Mountains, Volcanoes
Species: Mustafarian (native), Alazmec, Falleen, Human, ...
Economy: Water, Dolovite, Lava, Minerals, Metal Ore
History: Mustafar continues to hold significance as a symbol of the dark side of the Force. Known for the fateful duel between Obi-Wan Kenobi and Anakin Skywalker, it was a place of pain and suffering. After the fall of the Galactic Empire, the mining operations that had previously characterized Mustafar's economy declined, and the planet's notoriety waned. However, Mustafar remained a location of interest for those seeking to understand or harness the dark side of the Force, its lava-covered surface hiding secrets and artifacts linked to a dark past.
Sources: Episode 3, Rogue One, Episode 9, Clone Wars, Rebels, SWG, Atlas"
Sluis Van;226;12070;Outer Rim South;500;784;Rim;157;"Sluis Van (M-19, Outer Rim South, 2 hyperlanes)
Geology: Planet, Rocky, Industrial
Species: Sluissi (native), Human, Bith
Economy: Starships
History: Sluis Van maintains its importance as a significant shipyard and trade center. With a long history of shipbuilding and engineering expertise, the planet's well-known Sluis Sector continued to provide vital support to various factions, including the Rebel Alliance. Despite the ongoing conflict between the Empire and the Rebel Alliance, Sluis Van's strategic location and skilled workforce allowed it to remain a hub for ship repairs, upgrades, and construction. The neutral stance of the planet's government ensured that its facilities remained open to all, bolstering its reputation as a key player in the galaxy's industrial and technological sectors.
Sources: Andor, SWTOR"
Sorgan;227;12071;Outer Rim South;499;820;Rim;160;"Sorgan (M-21, Outer Rim South, 0 hyperlane)
Geology: Planet, Forests, Meadows, Swamps, Wetlands
Species: Human, Klatooinian, Rodian
Economy: Spotchka
History: Sorgan remains a relatively peaceful and remote agrarian world. Its isolation allowed it to avoid direct involvement in the ongoing conflict between the Empire and the Rebel Alliance. The locals, mainly small-scale farmers, continued to cultivate their land and produce foodstuffs to sustain themselves and their communities. Sorgan's position on the outskirts of the known galaxy provided a valuable sanctuary for those seeking refuge from the turmoil of war. While its inhabitants remained largely unaffected by the wider galactic events, they were aware of the conflict and the potential impact it could have on their lives.
Sources: The Mandalorian"
Triton;228;12072;Outer Rim South;506;766;Rim;180;"Triton (M-18, Outer Rim South, 3 hyperlanes)
Geology: Planet, Deserts
Species: Tritonite (native)
Economy: -
History: Triton remains a relatively uninvolved and remote world. The dramatic events did not significantly alter its course of history, as it was far removed from the central conflict. The inhabitants carried on with their lives, focusing on local matters and community affairs. Despite the galaxy's escalating tensions, Triton's peripheral location meant it was able to maintain a semblance of peace and stability. As the struggle between major galactic factions continued, the world's inhabitants worked together to preserve their traditions and navigate the challenges of the shifting political landscape.
Sources: Atlas"
Utapau;229;12073;Outer Rim South;522;806;Rim;184;"Utapau (N-19, Outer Rim South, 0 hyperlane)
Geology: Planet, Temperate, Desert, Grassy Plains, Large Sinkholes, Rocky
Species: Pau'an (native), Utai (native), Amani, Sugi
Economy: Food, Tech, Chemicals, Ores, Minerals, Salts, Starships
History: Utapau, a world of sinkholes and rugged terrain, experiences a period of relative calm. Once the site of a fierce battle and the demise of a prominent cyborg general, the native Pau'ans and Utai sought to rebuild their society and restore stability to their home. The planet's strategic importance as a fueling station diminished due to shifts in power and priorities in the galaxy. The inhabitants continued to utilize the subterranean levels of their world, benefiting from the protection offered by the deep sinkholes and caverns that defined their environment.
Sources: Episode 3, Clone Wars, Atlas"
Bakura;230;12080;Outer Rim West;316;656;Rim;8;"Bakura (G-16, Outer Rim West, 1 hyperlane)
Geology: Planet, Temperate, Forests, Plains, Mountains, Small Seas, Rivers, Valleys
Species: Kurtzen (native), Bith, Human, P'w'eck, Utai
Economy: Medicine, Tech, Namana liquor, Namana-based Products, Repulsorlift Coils, Strategic Metals
History: Bakura, known for its rich natural resources, experienced a significant shift in power following a major galactic event. The Imperial presence on the world was increased to maintain control over these valuable resources, leading to tensions with the native populace. However, the Empire's tightening grip on Bakura would soon be challenged by the growing Rebel Alliance, who sought to undermine Imperial rule and gain allies across the galaxy. While the conflict between the Empire and the Rebellion intensified, Bakura's inhabitants found themselves caught in the crossfire. This period saw numerous skirmishes and political machinations as both factions vied for control. Despite the turmoil, the people of Bakura displayed remarkable resilience and adaptability, finding ways to preserve their unique culture and traditions amid the chaos.
Sources: Atlas"
Belsavis;231;12081;Outer Rim West;355;715;Rim;11;"Belsavis (L-18, Outer Rim West, 3 hyperlanes)
Geology: Planet, Cold, Frozen, Tropical rift valleys
Species: Miuki (native), Duro, Esh-kha, Ho'din, Human, Ithorian, Rakata
Economy: Bot-Un, Piett's Well, Vine-Coffee, Vine-Silk
History: Belsavis, known for its volcanic and icy terrain, gained prominence. The Galactic Empire maintained control over the world, ensuring the secrecy of the ancient prison complex that lay beneath the surface. This complex, built by the Rakata species, housed various dangerous criminals and dark side users, as well as secrets and artifacts from across the galaxy. The Rebel Alliance, upon learning of the prison, attempted to liberate the inmates, aiming to bolster their ranks and secure valuable knowledge. Conflicts between the Empire and the Alliance ensued, shaping the history of Belsavis in the ensuing years.
Sources: Andor, SWTOR
"
Cyphar;232;12082;Outer Rim West;363;676;Rim;38;"Cyphar (L-17, Outer Rim West, 2 hyperlanes)
Geology: Planet, Dry, Grasslands, Deserts, Canyons
Species: Cyphari (native), Human
Economy: -
History: Cyphar was a rocky world with a harsh environment and a rich history. The planet is a haven for smugglers and criminals who took advantage of its remote location to hide from the authorities. The planet's rugged terrain and dangerous wildlife made it an ideal location for training troops and testing new weapons, and the Empire established several military bases there. However, the Rebel Alliance also had a presence on the planet, using it as a base of operations for their own covert operations. Despite its strategic importance, Cyphar remained largely unknown to the rest of the galaxy, making it a mysterious and dangerous destination for those who dared to venture there.
Sources: Rebels, Atlas"
Dolla;233;12083;Outer Rim West;335;715;Rim;48;"Dolla (L-18, Outer Rim West, 4 hyperlanes)
Geology: Planet
Species: -
Economy: -
History: Dolla underwent a significant political transformation. Previously under the tight control of the Galactic Empire, an event triggered a surge of resistance movements on the world. As these factions coalesced into a unified front, they successfully ousted the Empire's grip on the region. Consequently, Dolla became an important base for the growing Rebel Alliance. In this new role, Dolla served as a key strategic point, providing crucial resources and support for various rebel operations. The planet's increased prominence within the Alliance attracted diverse inhabitants, leading to a vibrant, multicultural society. Despite the ongoing conflict, Dolla thrived, becoming a symbol of resilience and hope.
Sources: Atlas
"
Endor;234;12084;Outer Rim West;340;671;Rim;56;"Endor (H-16, Outer Rim West, 4 hyperlanes)
Geology: Moon, Temperate, Forests, Savannas, Mountains, Plains
Species: Dulok (native), Ewok (native), Gorph (native), Wistie (native), Yuzzum (native), ...
Economy: Medicinal Goods, Food
History: Endor, a remote and relatively isolated moon, remained mostly unaffected by the immediate aftermath of recent events. Its secluded position allowed it to avoid much of the turmoil that other systems faced. However, the broader implications of the battle station's destruction did not go unnoticed. As the Rebel Alliance gained strength and the ruling regime sought to reassert control, the strategic importance of even remote locations like Endor began to be reassessed. Consequently, various factions started to consider the potential significance of such outlying areas in the unfolding struggle between the freedom fighters and the oppressive regime. Though Endor's history following the Death Star's destruction remained largely peaceful during this time, the ripples of the larger galactic conflict would inevitably reach its shores.
Sources: Episode 6, Episode 9, SWG, Battlefront 1, Battlefront 2
"
Karfeddion;235;12085;Outer Rim West;348;697;Rim;88;"Karfeddion (L-18, Outer Rim West, 6 hyperlanes)
Geology: Planet, Mild, Temperate, Agriculture
Species: Human, Balinaka, Ossan
Economy: -
History: Karfeddion remains relatively obscure, avoiding major involvement in the ongoing Galactic Civil War. As a primarily industrial world, the planet focused on the manufacturing and production of various goods. The inhabitants of Karfeddion managed to maintain a low profile, conducting business with numerous systems while steering clear of the conflict between the Galactic Empire and the Rebel Alliance. Despite the wider turmoil, Karfeddion's industrial sector continued to thrive, providing essential resources to support the planet's economy. Throughout this period, the inhabitants of Karfeddion demonstrated resilience and adaptability, sustaining their way of life amid the galactic chaos.
Sources: Atlas
"
Kef Bir;236;12086;Outer Rim West;321;678;Rim;90;"Kef Bir (H-16, Outer Rim West, 0 hyperlane)
Geology: Moon, Grassland Islands, Ocean
Species: Human
Economy: -
History: Kef Bir remains remote and largely unexplored. Due to its isolation, it did not play a significant role in the recent events. The moon's obscure status left it untouched by the major galactic powers, allowing its natural environment to thrive without significant interference. Largely unknown to the galaxy at large, Kef Bir's history remained hidden, leaving its true significance as a quiet enigma. As the Galactic Civil War raged on, Kef Bir maintained its distance from the conflict, its story waiting to be uncovered by future explorers.
Sources: Episode IX
"
Rattatak;237;12087;Outer Rim West;323;638;Rim;141;"Rattatak (H-16, Outer Rim West, 0 hyperlane)
Geology: Planet, Mountains, Canyons, Desert
Species: Rattataki (native), Vollick (native), Trogodile (native), Dathomirian, Human, Kerch Kushi, Siniteen, Voe Atell, Weequay
Economy: Mercenaries, Weapons
History: Rattatak remains a remote and isolated world, renowned for its brutal gladiatorial combat. The planet's violent culture persisted, with warriors honing their skills in the many gladiatorial arenas that dotted the landscape. Rattatak's society continued to be divided into numerous warring factions, with power struggles and skirmishes a common occurrence. Despite being relatively unaffected by the conflict between the Empire and the Rebel Alliance, the planet still attracted outlaws, mercenaries, and bounty hunters, who sought to prove themselves in Rattatak's ruthless arenas or find refuge from the law.
Sources: Clone Wars, Atlas"
Sullust;238;12088;Outer Rim West;374;699;Rim;162;"Sullust (M-17, Outer Rim West, 2 hyperlanes)
Geology: Planet, Hot, Volcanic Molten Surface
Species: Sullustan (native), Human
Economy: Starfighters, Assault Shuttles
History: Sullust became an important strategic location in the ongoing conflict between the Empire and the Rebel Alliance. The planet was home to the SoroSuub Corporation, which produced a variety of spacecraft and technologies for both factions. The local population found itself torn between loyalty to the Empire and the desire for freedom offered by the Rebel Alliance. As the war raged on, Sullust hosted several key engagements between the two factions, making the planet a significant battleground. Eventually, a faction within SoroSuub aligned with the Rebel Alliance, using the corporation's resources to aid the rebellion and further fuel the conflict.
Sources: Clone Wars, Rebels, Battlefront 1, Atlas
"
