Planet;Id;TextStraDllId;New game sector;Rescaled X;Rescaled Y;Core/Rim;PictureId;EncyclopediaDescription
Naboo;194;11893;Mid Rim South;536;661;Core;116;"Naboo (O-17, Mid Rim South, 2 hyperlanes)
Geology: Planet, Temperate, Swamps, Hills, Plains, Cities, Mountains
Species: Gungan (native), Human, Elder, Naboo
Economy: Grain, Ore, Food, Tech, Silk, Art, Cultural Items, Gungan Stew, Plasma, Wine
History: Naboo is a beautiful and peaceful world in the mid rim. The planet is ruled by an elected monarch, but it is firmly committed to democracy and peace . Fleeing a brutal civil war, a group of humans from the planet Grizmallt crash-landed on Naboo and set up a small colony. As they established their own society, they initially kept separate from the Gungans. When the colonists made contact with the Gungans, tensions arose between the two peoples, culminating a series of wars between the two species. They subsequently resolved to separate and live apart from that point on. Conflict between Humans and the Gungans were only recently resolved after the battle of Naboo, where they joined forces to drive away an invasion force of the Trade federation. Naboo recovered quickly from the invasion under Queen Amidala's rule, managing to almost completely restore its harvests and crop yields by the end of her final term. One of Amidala's final projects, which continued under the reign of her successor, was the implementation of an ion pulse in Theed in case of future invasions. Following the rise of the Galactic Empire and Palpatine's self-proclamation as Emperor, Naboo hosted one of the new regime's military garrisons. Shortly after the end of the Clone Wars, thousands of citizens gathered in the streets of Theed in order to assist to Amidala's funeral procession.
Sources: Episode 1, 2, 3, 6, Clone Wars, Rebels, SWG, Battlefront 1, 2, Atlas"
Pax;195;11894;Mid Rim South;537;639;Core;134;"Pax (N-16, Mid Rim South, 4 hyperlanes)
Geology: Planet
Species: -
Economy: -
History: The hyperspace route known as the Hydian Way linked Pax to the Chardaan system and the celestial body ZeHeth, while another route connected it to the astronomical objects Kira and Vondarc.
Sources: -"
Shadda-Bi-Boran;196;11895;Mid Rim South;517;688;Core;152;"Shadda-Bi-Boran (O-18, Mid Rim South, 0 hyperlane)
Geology: Planet, Plains, Swamps
Species: Shadda-Bi-Boran (native)
Economy: Textiles
History: Shadda Bi Boran was previously a beautiful world, home to a sun worshiping civilization. However the host star went supernova, destroying the planet in the process. Padme Amidala working with the Refugee Relief movement attempted to evacuate the world before it's destruction. However the native species eventually died out as they couldn't adapt to life on other worlds. 
Sources: Atlas
"
Thyferra;197;12055;Mid Rim South;516;613;Rim;174;"Thyferra (L-14, Mid Rim South, 2 hyperlanes)
Geology: Planet, Tropical, Cave Networks, Forests, Grassy Canyons, Mountains, Tropical Jungles
Species: Vratix (native), Human
Economy: Food, Tech, Bacta
History: At some point, the substance bacta was invented by Thyferra's native Vratix species. They became so addicted to it that they were compelled to produce more. Humans eventually arrived and settled on the planet, discovering bacta's healing properties. The settlers took advantage of the Vratix's addiction to bacta by encouraging them to produce more of it, selling the substance to the general public. By the High Republic Era, a type of barley named Vratixia renanicus was cultivated on Thyferra and was a key ingredient in bacta.
Sources: Atlas
"
Wroona;198;11896;Mid Rim South;518;634;Core;191;"Wroona (L-15, Mid Rim South, 4 hyperlanes)
Geology: Planet, Temperate, Forests, Mountains, Oceans, Plains 
Species: Wroonian (native), Human, Rodian, Twi'lek, ...
Economy: High Tech, Luxury, Mid Tech
History: Wroona had a long tradition of seafaring, naval commerce, and materialistic spirituality. It was a wealthy tradeworld in the galactic community, located on the Keller's Void hyperspace shortcut. The Wroonians established many colonies, such as that on Saleucami. The planet was represented in the Galactic Senate by Senator Chi Eekway Papanoida during the Clone Wars. However, this planet was located within Separatist space during said conflict. The Wroonians were more than willing to engage in military force to ensure Palpatine would surrender his emergency powers. With the rise of the militaristic Galactic Empire, Wroona's strategic location gained new importance. The Empire established an Imperial garrison, dispatched an Imperial governor to rein in the Wroonian trade guilds, and built a small but vital shipyard and resupply post, the Wroona Stardock.
Sources: Atlas
"
Yag'Dhul;199;11897;Mid Rim South;499;631;Core;193;"Yag'Dhul (L-14, Mid Rim South, 4 hyperlanes)
Geology: Planet, Barren, Oceans
Species: Givin (native)
Economy: -
History: Yag'Dhul is the homeworld of the Givin species. The world is so harsh their organs are sealed away from the atmosphere. During the Separatist Crisis, it joined the Confederacy of Independent Systems. Along with Sluis Van, Yag'Dhul made up part of a southern sphere of Separatist worlds.
Sources: Atlas
"
Belderone;200;12032;Outer Rim East;762;259;Rim;10;"Belderone (R-6, Outer Rim East, 4 hyperlanes)
Geology: Planet
Species: Firrerreo, Human, Stenax
Economy: -
History: In the early days of the Galactic Empire, members of the Imperial Army were reluctant to be stationed on Belderone, as it was understood that the troops stationed the farthest from Imperial Center were of least importance to the Empire's cause. As such, virtually any reassignment to the planet was viewed as punishment or demotion.
Sources: Atlas"
Boonta;201;12033;Outer Rim East;779;321;Rim;17;"Boonta (S-8, Outer Rim East, 5 hyperlanes)
Geology: Planet, Dry, Baren Wastelands
Species: Human, Hutt
Economy: -
History: Boonta, formerly known as Ko Vari, is a planet colonized by the Hutts in the distant past. Despite it being a devastated world, Boonta is famous in the galaxy for its podracing and speeder races. In 15 BBY, Jord Dusat, Kea Moll, and Thall Joben of Ingo won the Boonta Speeder Race with White Witch, despite opposition from the Fromm Gang and Boba Fett, whom Sise Fromm had hired to kill the young racers. The world was later conquered by the Yuuzhan Vong.
Sources: -
"
Dennogra;202;12034;Outer Rim East;794;293;Rim;45;"Dennogra (S-8, Outer Rim East, 2 hyperlanes)
Geology: Planet, Warm, Sand
Species: ...
Economy: -
History: Dennogra, formerly known as Tialvai, was a member of Xim's empire, before its collapse in 25,100 BBY. It was a member world of Hutt Space during the Great Sith War and Jedi Civil War. During the Cold War between the Galactic Republic and the reconstituted Sith Empire, the Hutts hired Jawas to dig for artifacts on Dennogra. The jawas however were secretly interested in selling their findings. The Hutts had relinquished their claim to the planet by 52 BBY. At some point, Yoda killed a dark sider on the world. During the Clone Wars, Dennogra was located within Separatist space. In 0 ABY, Han Solo took two crates of treasure to Zio Snaffkin, where they were sold to Sprool the Trader.
Sources: Rebels
"
Iego;203;12035;Outer Rim East;807;273;Rim;76;"Iego (T-7, Outer Rim East, 0 hyperlane)
Geology: Planet, Hot, Humid, Temperate, Tropical, Basaltic Spires, Canyons, Deserts
Species: Diathim, Human, Ithorian, Kajain'sa'Nikto, Quarren, Rodian
Economy: Spice
History: Iego is a mysterious world in the outer rim, surrounded by aproximately 1000 moons. The Confederacy constructed a laser field that preveneted anyone from leaving the world, until it was destroyed by Master Obiwan Kenobi and Anakin Skywalker, freeing the Iegoans. 
Sources: Clone Wars, Atlas
"
Ossus;204;12036;Outer Rim East;782;255;Rim;129;"Ossus (R-6, Outer Rim East, 3 hyperlanes)
Geology: Planet, Temperate, Hills, Forests, Mountains, Caves
Species: Ysanna (native)
Economy: Tech
History: Ossus was once the main repository of Jedi Knowlege, home to many artifacts and the cultural center of the Jedi Order. It was even among the candidates for locations where the first Jedi Temple may have been built. Although Coruscant, Jedah, Ahch-To and Tython are also candidates. However a Supernova triggered by Sith Lord Naga Sadow devastated the surface of the planet, leaving the Jedi Order little time to evacuate what little they could and escape the world. Life did survive the cataclysm, and the world is once again abundant with life.
Sources: Atlas
"
Saleucami;205;12037;Outer Rim East;766;302;Rim;148;"Saleucami (S-8, Outer Rim East, 0 hyperlane)
Geology: Planet, Arid, Temperate, Caves, Deserts, Mountains, Swamps, Volcanoes
Species: Human (native), Gotal, Gran, Rodian, Twi'lek, Weequay, Wroonian
Economy: Food, Raw Materials, Botanicals, Finished Goods, Medicines,Tech
History: Saleucami's name translates to oasis. During the Clone Wars, its inhabitants wished to stay out of the conflict, though war would eventually reach the backwater planet. Although Republic forces were able to drive the Separatists from Saleucami, it became the site of an invasion and one of the final battles of the war.
Sources: Episode 3, Clone Wars, Atlas
"
Sriluur;206;12038;Outer Rim East;799;325;Rim;161;"Sriluur (S-8, Outer Rim East, 4 hyperlanes)
Geology: Planet, Temperate, Arid, Deserts, Dry Scrub-lands, Rocky Bandlands
Species: Weequay (native), Tarnab
Economy: Purified Water, Gems, Minerals
History: Sriluur was the homeworld of the Weequays, a species whose tough, leathery skin helped them endure its harsh conditions, and the Sriluurian butterfly. Sriluur was conquered by the Hutt Cartel, which was controlled by the Hutts from the neighboring world of Nal Hutta, who turned the Weequays into slaves or vassals. The pirate Hondo Ohnaka, leader of the Ohnaka Gang, was a male Weequay from this world.
Sources: -
"
Sy Myrth;207;12039;Outer Rim East;770;282;Rim;163;"Sy Myrth (S-7, Outer Rim East, 4 hyperlanes)
Geology: Planet
Species: Sy Myrthian (native)
Economy: -
History: Sy Myrth, formerly known as Far Barseg, was a planet located in the Outer Rim Territories. It was the homeworld of the Sy Myrthians. It was a founding world of the Confederacy of Independent Systems. During the Clone Wars, Sy Myrth was one of the most important factory worlds of the CIS.
Sources: Atlas
"
Tund;208;12040;Outer Rim East;820;313;Rim;181;"Tund (U-8, Outer Rim East, 0 hyperlane)
Geology: Planet, Radioactive, Wastelands
Species: Toong (native), Sith
Economy: -
History: For much of its history, Tund was a verdant Force nexus possessed of a potent connection to the Living Force generated by its rich ecosphere and diverse assortment of biomes. The planet's shadowy jungles and dark forests teemed with a disparate multiplicity of lifeforms, ranging in form and variety from thick-leafed vines to hard-shelled arthropods. Tund's planetary topography was characterized by expansive prairies and flatlands punctuated at length by plunging cliffs and escarpments, some of which played host to waterfalls marking the termini of Tund's rivers. However, following Rokur Gepta's destruction of the planet in 5 BBY by means of an electromagnetic torpedo and biological weapon, Tund was reduced to a barren, radioactive wasteland devoid of all life. Apart from a small section of the planet protected by Gepta's system of force fields, Tund's atmosphere was highly poisonous and contaminated with deadly radiation from the fallout.Tund became home to Ben Quadinaros, a Toong Podracer pilot that claimed to be from the Tund system. The Sorcerers of Tund were a group of dark side practitioners from Tund.
Sources: Atlas"
Voss;209;12041;Outer Rim East;802;248;Rim;187;"Voss (S-6, Outer Rim East, 0 hyperlane)
Geology: Planet, Temperate, Forests, Mountains, Oceans, Plateaus
Species: Gormak (native), Voss (native), Human
Economy: -
History: Voss is a terrestrial planet in the Allied Tion sector of the Outer Rim Territories. By the time the Galactic Empire formed, Voss was solely known as an unremarkable mining world. In the early years of the Galactic Empire, the planet became part of the newly formed Allied Tion sector. The Empire attempted to create industries on the planet to rival Lianna, however the planet came under the control of corrupt Tionese clans instead.
Sources: [legends], SWTOR
"
Bescane;210;11840;Outer Rim North;384;104;Rim;12;"Bescane (K-3, Outer Rim North, 3 hyperlanes)
Geology: Planet, Temperate, Cool, Urban
Species: Human
Economy: Raw Materials, Biochemicals, Food, Atmospheric and Hydrospherical Replenishment, Entertainment, Heavy Metals, Ion Fuel, Bonded Materials, Mid-level Tech, Mass-produced Materials, Chemicals
History: Bescane is a planet near Dantooine, run by Galentro Heavy Works. It is overpopulated and covered in factorie and its natural environment was destroyed by industrial activities. 
Sources: Atlas"
Dantooine;211;11841;Outer Rim North;416;132;Rim;41;"Dantooine (L-4, Outer Rim North, 4 hyperlanes)
Geology: Planet, Temperate, Lush Forests, Grasslands, Hills, Mountains, Oceans, Great Lakes, Rivers
Species: Human
Economy: Tech, Luxury, Food
History: Dantooine is a quiet rural world in the outer rim. It was settled in the early days of the republic and was home to a Jedi temple. During the time of the Clone Wars, Dantooine was populated by peaceful farmers who came to the planet to grow crops and raise livestock on homesteads primarily powered by wind energy. During the war, the Confederacy of Independent Systems arrived on Dantooine, supposedly in search of ancient artifacts, and the Republic responding by dispatching Jedi Master Mace Windu to deal with the situation. By the early Galactic Civil War, Dantooine was an Alliance regional operations sector headquarters and meeting hub for executive-level discussions. However it was evacuated shortly before the battle of Scarif, relocating to the Fourth moon of the planet Yavin. 
Sources: Episode 4, Clone Wars, Rebels, Star Wars Galaxies, Kotor 1, Kotor 2, Atlas
"
Dubrillion;212;11842;Outer Rim North;416;112;Rim;51;"Dubrillion (K-3, Outer Rim North, 4 hyperlanes)
Geology: Planet, Oceans
Species: Chazrach, Human, Yuuzhan Vong
Economy: -
History: Dubrillion was located in the heart of CIS space during the Clone Wars. Dubrillion would duly become a world of the Galactic Empire after the Clone Wars; when that government fell, entrepreneur Lando Calrissian would take over the planet and serve as its administrator. There was an asteroid belt situated near the planet, which was used by Calrissian as the basis for a large operation a while after the Empire's end. In addition, Dubrillion hosted many luxury suites and massive, high-rise cities. Leia Organa Solo was its ambassador for a short time. During the Yuuzhan Vong War, the planet was attacked and eventually conquered by the invading Yuuzhan Vong. Following the Yuuzhan Vong's defeat, Dubrillion later became a world of the Fel Empire.
Sources: SWTOR, Atlas
"
Jaemus;213;11843;Outer Rim North;396;124;Rim;81;"Jaemus (K-4, Outer Rim North, 4 hyperlanes)
Geology: Planet
Species: Human
Economy: Starships
History: Jaemus is a planet with Galentro Heavy Works shipyards comparable in size to Sluis Van. During the Clone Wars, the planet was a member of the Confederacy of Independent Systems. It shared its name with 2 subsidiaries of Sienar Fleet Systems, Sienar-Jaemus Fleet Systems and Sienar-Jaemus Army Systems, that were created to circumvent New Republic arms restrictions against selling weaponry to the First Order.
Sources: -"
Kalee;214;11844;Outer Rim North;376;129;Rim;85;"Kalee (J-4, Outer Rim North, 0 hyperlane)
Geology: Planet, Arctic, Arid, Temperate, Tropical, Canyons, Rainforests, Seas
Species: Kaleesh (native)
Economy: Food, Medicine, Tech, Weapons, Exotic Animals, Mercenaries
History: Years before the Clone Wars, the Republic frequently overlooked the requests of peripheral worlds, and Kalee was one of many planets that endured injustices as a result of this regime's indifference. The Kaleesh became a victim of the devastating Yam'rii, a greedy, technologically-advanced insectoid species from the planet Huk, who sold them as slaves.
Sources: Atlas
"
Lah'Mu;215;11845;Outer Rim North;435;125;Rim;95;"Lah'mu (L-3, Outer Rim North, 0 hyperlane)
Geology: Planet, Temperate, Black sand beaches, Fertile Lowlands, Plateaus, Mountains
Species: Human
Economy: -
History: Lah'mu was named from a Neimoidian word meaning ""prosperity."" Early in its geographic life, Lah'mu's crust split numerous times, bringing minerals and soils to the surface that would later be farmed by the planet's sparse settlers. Initially hosting several moons, Lah'mu gained a planetary ring after one ancient satellite was pulverized, its remaining material pulled into orbit to form silica rings that cast shadows across the planet's surface. Volcanoes ejected tephra during this formative period, contaminating Lah'mu's natural greenery, forcing later settlers to carefully sift the soil. At some point, the Jedi Padawan Obi-Wan Kenobi visited a royal fortress on Lah'mu with his Master Qui-Gon Jinn. As of 13 BBY, Lah'mu hosted fewer than five hundred settlers, occupying farmlands on the western hemisphere.
Sources: Rogue One
"
Mortis;216;11846;Outer Rim North;402;74;Rim;112;"Mortis (K-2, Outer Rim North, 0 hyperlane)
Geology: Planet, Ethereal Realm, Floating Mountains, Lush Forests, Molten Caverns
Species: Force-wielder
Economy: -
History: Mortis was an ethereal realm within the Force which was whispered over in legends and stories passed down through the millennia by Jedi, Sith, and the average spacer alike. It was believed to have existed outside any star system, and potentially the galaxy or even the universe. Some believed that the origins of the Force came from Mortis. During the Clone Wars, the Father drew Jedi Knight Anakin Skywalker, Jedi Master Obi-Wan Kenobi, and Jedi Padawan Ahsoka Tano into the realm from the Chrelythiumn system. The Father realized that Skywalker was the prophesized Chosen One, and that he could maintain the balance of the Force between the two children once the Father died. This led to a struggle between the Force wielders and the three Jedi, culminating in the deaths of all three wielders and the restoration of balance on Mortis. The ethereal realm shared its name with the Phases of Mortis, a solution to the Unsolved Theorem of Master Thorpe that was included in the sacred Jedi texts.
Sources: Clone Wars"
Muunilinst;217;11847;Outer Rim North;396;145;Rim;114;"Muunilinst (K-4, Outer Rim North, 3 hyperlanes)
Geology: Planet, Temperate, Plains, Forests, Hills, Mountains , Cities
Species: Muun, ...
Economy: Food, Consumer Goods, Metals
History: Muunilinst was home to a division of the InterGalactic Banking Clan and inhabited by members of the Muun species. It was the site of the Battle of Muunilinst during the Clone Wars, where the Galactic Republic took the planet.
Sources: Clone Wars
"
Ord Trasi;218;11848;Outer Rim North;427;149;Rim;128;"Ord Trasi (L-4, Outer Rim North, 4 hyperlanes)
Geology: Planet, Cool, Arid, Mountains, Plains
Species: Human, Wookiee
Economy: High Tech, Refined Materials, Starships
History: Ord Trasi was originally an Ordnance/Regional Depot fortress world of the Galactic Republic. Prior to the Great Sith War, Enforcer One was retired here. Established as a jump-off point and refueling depot for exploration missions, the Ord Trasi outpost saw heavy usage and gradually improved the level of its ship maintenance facilities, eventually becoming the major construction center. Ord Trasi itself was typical of most planets that serve as shipbuilding centers. Ord Trasi was the site of a battle during the Clone Wars.
Sources: Atlas"
Sernpidal;219;11849;Outer Rim North;434;89;Rim;151;"Sernpidal (L-3, Outer Rim North, 3 hyperlanes)
Geology: Planet, Deserts, Ravines, Seas
Species: Sernpidalian (native), Human
Economy: Food, Water, Tech, Metals
History: During the Jedi Civil War, the planet was under the control of the Sith Empire, and served as a major Sith naval base in possession of sensitive military codes and equipment. Later on at the beginning of the Great Galactic War the Sernpidal government was replaced by a puppet government that sided with the Sith in the war. In 365 BBY, it was settled by the Sernpidalians fleeing the supernova of the planet Hettitite, who reached an 8 million-strong population, the greatest in the sector.
Sources: Atlas
"
Bith;220;12112;Outer Rim South;487;764;Rim;15;"Bith (M-18, Outer Rim South, 2 hyperlanes)
Geology: Planet, Mountains, Jungle, Swamp
Species: Bith (native), Y-bith (native)
Economy: Tertiary, Technology, Medicine, Cybernetic implants, Trade, Art
History: Bith, also known as Clak'dor VII or simply Clak'dor, is a planet located in the Outer Rim and the homeworld of the Bith species. The Bith live in domed cities, the majority of which lay nestled in the crags of Clak'dor's mountain ranges. Many Bith, including offworld Bith, found Clak'dor harsh and depressing. The Bith were horrified by the Galactic Empire, which persecuted them, necessitating an Alliance relief mission shortly before the Battle of Yavin, led by Nozzo Naytaan.
Sources: Rebels"
Crait;221;11889;Outer Rim South;531;743;Core;36;"Crait (N-17, Outer Rim South, 0 hyperlane)
Geology: Planet, Hot, Dry, Salt Flats
Species: -
Economy: Rhodochrosite, Sodium
History: Covered with a layer of white salt over its red soil,Crait once hosted a Rebel Alliance outpost during their early rebellion against the Galactic Empire. Many years later, the uninhabited planet became a haven for Leia Organa's Resistance, which resulted in a battle between the Resistance and the First Order on the planet's surface.
Sources: Episode 8, Battlefront 2
"
Dagobah;222;12113;Outer Rim South;503;802;Rim;40;"Dagobah (M-19, Outer Rim South, 0 hyperlane)
Geology: Planet, Hot, Humid, Bayous, Swamp, Bogs, Jungles, Dry Uplands
Species: Tash (native), Yoda's Specy
Economy: -
History: Dagobah served as a refuge for Jedi Grand Master Yoda during his exile after the destruction of the Jedi Order. Luke Skywalker received advanced training in the ways of the Force under Jedi Master Yoda on Dagobah, and it was later the place of Yoda's death and transformation into the Force.
Sources: Episode 5, Episode 6, Clone Wars, Rebels, Atlas
"
Eriadu;223;12114;Outer Rim South;493;746;Rim;57;"Eriadu (M-18, Outer Rim South, 7 hyperlanes)
Geology: Planet, Temperate, Jungles, Mountains
Species: Human, Rodian
Economy: Lommite
History: In the early days of the Galactic Republic, after the Dark Age ended, Eriadu was settled by pioneers under the permission of Coruscant as the burgeoning government expanded and sought more resources. Eriadu's rich deposits of lommite ore, which served as a main component in transparisteel, made the planet a prime target for expansion. Eriadu was a frequent target for pirates, marauders and privateers. In the aftermath of the Battle of Naboo, the Republic began to splinter as several planets seceded to form the Confederacy of Independent Systems. In the years before the Galactic Civil War, Eris Harro, HoloNet News Bureau Chief held office on the planet. After reporting the progress of the industrial and mining sectors of the planet Lothal to the Imperial capital, the planet's Governor Arihnda Pryce extended an invitation to meet with government officials on Eriadu.
Sources: Rebels, Atlas"
Kabal;224;12115;Outer Rim South;529;766;Rim;84;"Kabal (N-18, Outer Rim South, 4 hyperlanes)
Geology: Planet, Oceans, Large Forested Islands
Species: Houk, Human, Krish, Squib
Economy: -
History: Kabal suffered food shortage riots following the Trade Federation's abandonment of the Trade Corridor supposedly in protest of heavy Galactic Republic taxation, but actually a calculated move to encourage the planet to secede from the Republic. Count Dooku then sent Separatist ships to the planet to air-drop food, thus making himself seem a hero. A riot ensued, killing four Jedi as well as Premiere Jan Dovu. The grateful (if duped) populace seceded shortly before the Clone Wars. The planet remained neutral during the Galactic Civil War and hosted the Conference of Uncommitted Worlds just after the destruction of the first Death Star, which resulted in an Imperial assault on Shoribus (sparing the rest of the planet).
Sources: Atlas"
Mustafar;225;12087;Outer Rim South;473;792;Rim;113;"Mustafar (L-19, Outer Rim South, 0 hyperlane)
Geology: Planet, Hot, Caves, Forests, Glens, Lava seas, Molten Rock plains, Obsidian Mountains, Volcanoes
Species: Mustafarian (native), Alazmec, Falleen, Human, ...
Economy: Water, Dolovite, Lava, Minerals, Metal Ore
History: Once a garden world nourished by the Bright Star artifact, Mustafar orbit was shifted when Lady Corvax unleashed the energies of the Bright Star in an attempt to return her husband to life. The resulting gravimetric duel between the gas giants Jestefad and Lefrani over Mustafar heated the planet's core, transforming the lush world into an imbalanced volcanic hellscape. Legends of Corvax's search for immortality brought the ancient Sith to Mustafar, seeking the same secrets of eternal life. There, they built a temple over a locus in the dark side of the Force, above the buried ruins of Corvax Fortress. Acquired by the Techno Union over three hundred years before the Clone Wars, Mustafar's lava flows were mined for unique and valuable minerals. It was also home to the Black Sun crime syndicate, whose headquarters was located near the mining town that became known as Zitontown after the Falleen Ziton Moj ascended to leadership of the organization. During the Clone Wars, the Mustafarians aligned themselves with the Confederacy of Independent Systems, who used Mustafar to produce battle droids for their droid army. Darth Sidious had a secret facility on the planet where he intended to turn ""harvested"" Force-sensitive children into Force-talented spies. However, the Sith Lord had the base scuttled when Jedi Knight Anakin Skywalker and his Padawan, Ahsoka Tano, arrived to rescue the younglings. Mustafar served as the final redoubt of the Separatist Council until the newly-appointed Darth Vader, formerly Anakin Skywalker, was sent by Sidious to slaughter the council, effectively ending the Clone Wars. The Sith Lord was confronted by his wife, Padmé Amidala, and his former Jedi Master, Obi-Wan Kenobi. The latter dueled Vader, defeating him and leaving him to burn on a lava bank. However, Vader was saved when Sidious arrived and carried him offworld. Mustafar then came under the ownership of the Galactic Empire after the Techno Union and its assets were nationalized. Sidious had new facilities built on the planet, where more Force-sensitive infants were taken and transformed into agents of the Inquisitorius.
Sources: Episode 3, Rogue One, Episode 9, Clone Wars, Rebels, SWG, Atlas"
Sluis Van;226;12118;Outer Rim South;500;784;Rim;157;"Sluis Van (M-19, Outer Rim South, 2 hyperlanes)
Geology: Planet, Rocky, Industrial
Species: Sluissi (native), Human, Bith
Economy: Starships
History: Sluis Van provided ships to Seswenna's Outland Regions Security Force prior to the Clone Wars. Count Dooku later turned both Sluis Van and Yag'Dhul over to the side of the Confederacy of Independent Systems.
Sources: Andor, SWTOR"
Sorgan;227;12119;Outer Rim South;499;820;Rim;160;"Sorgan (M-21, Outer Rim South, 0 hyperlane)
Geology: Planet, Forests, Meadows, Swamps, Wetlands
Species: Human, Klatooinian, Rodian
Economy: Spotchka
History: -
Sources: The Mandalorian"
Triton;228;12120;Outer Rim South;506;766;Rim;180;"Triton (M-18, Outer Rim South, 3 hyperlanes)
Geology: Planet, Deserts
Species: Tritonite (native)
Economy: -
History: During the Clone Wars, Triton was the site of a battle as part of the Outer Rim Sieges. The Galactic Republic besieged Separatist holdings on the planet, or possibly its moons.
Sources: Atlas"
Utapau;229;12121;Outer Rim South;522;806;Rim;184;"Utapau (N-19, Outer Rim South, 0 hyperlane)
Geology: Planet, Temperate, Desert, Grassy Plains, Large Sinkholes, Rocky
Species: Pau'an (native), Utai (native), Amani, Sugi
Economy: Food, Tech, Chemicals, Ores, Minerals, Salts, Starships
History: During the Clone Wars, the Confederacy of Independent Systems sought the planet. Despite this, Utapau remained neutral until the Separatists invaded with thousands of battle droids. After the end of the Clone Wars, the Galactic Empire occupied the planet, leading to a number of Pau'an refugees left Utapau.
Sources: Episode 3, Clone Wars, Atlas"
Bakura;230;11872;Outer Rim West;316;656;Rim;8;"Bakura (G-16, Outer Rim West, 1 hyperlane)
Geology: Planet, Temperate, Forests, Plains, Mountains, Small Seas, Rivers, Valleys
Species: Kurtzen (native), Bith, Human, P'w'eck, Utai
Economy: Medicine, Tech, Namana liquor, Namana-based Products, Repulsorlift Coils, Strategic Metals
History: Bakura's capital city Salis D'aar was known as an important spaceport and financial center in the Bakura sector, while the planet itself served as one of the largest commercial hubs in Wild Space.
Sources: Atlas"
Belsavis;231;11873;Outer Rim West;355;715;Rim;11;"Belsavis (L-18, Outer Rim West, 3 hyperlanes)
Geology: Planet, Cold, Frozen, Tropical rift valleys
Species: Miuki (native), Duro, Esh-kha, Ho'din, Human, Ithorian, Rakata
Economy: Bot-Un, Piett's Well, Vine-Coffee, Vine-Silk
History: Belsavis was located near the Thull's Shroud, a location where the marauder group of the Nihil operated during the High Republic Era. It has been used as a Prison world due to the hard conditions on the planet. The planet is Ice-covered and its average temperature is -50.
Sources: Andor, SWTOR
"
Cyphar;232;11874;Outer Rim West;363;676;Rim;38;"Cyphar (L-17, Outer Rim West, 2 hyperlanes)
Geology: Planet, Dry, Grasslands, Deserts, Canyons
Species: Cyphari (native), Human
Economy: -
History: At some point, during the reign of the Galactic Empire, a land dispute occurred between the Cyphari's Afe clan and the human colonists from the Hollenside Enclave. the situation escalated so much, the Empire forced to intervene.
Sources: Rebels, Atlas
"
Dolla;233;11875;Outer Rim West;335;715;Rim;48;"Dolla (L-18, Outer Rim West, 4 hyperlanes)
Geology: Planet
Species: -
Economy: -
History: Dolla is situated at the junction of the hyperlanes known as the Nothoiin Corridor, which connected it to the Bavva system in the Anoat sector and the Eriadu system of the Seswenna sector, and the Anturi Reach, which linked it to the Senex sector's Yetoom system. Space surrounding Dolla was explored between 3000 BBY and 1000 BBY, and the celestial body was a part of the Galactic Republic during the Clone Wars of 22 BBY–19 BBY. Dolla served as a major Imperial Navy staging area of the Outer Rim Territories during the Galactic Civil War.
Sources: Atlas
"
Endor;234;11876;Outer Rim West;340;671;Rim;56;"Endor (H-16, Outer Rim West, 4 hyperlanes)
Geology: Moon, Temperate, Forests, Savannas, Mountains, Plains
Species: Dulok (native), Ewok (native), Gorph (native), Wistie (native), Yuzzum (native), ...
Economy: Medicinal Goods, Food
History: Throughout galactic history, offworld raiders occasionally came to Endor to hunt the native Ewok population to make Ewok Jerky, which was a popular snack across the Outer Rim. During the reign of the Galactic Empire, the Empire, deeming Endor to be perfect for its purposes due to how remote the moon was,[25] established an outpost on the moon that included a shield generator complex to protect the incomplete second Death Star in orbit of the moon. In order to make way for the complex, an Ewok village was razed by Imperial troops, leading to strained Imperial—Ewok relations. As a result of the repulsorlift field emitted by the SLD-26 planetary shield generator to keep the Death Star in a stationary orbit, Endor was prone to earthquakes, tidal imbalances, and other geological disturbances that slowly but surely began to break up the small moon.
Sources: Episode 6, Episode 9, SWG, Battlefront 1, Battlefront 2
"
Karfeddion;235;11877;Outer Rim West;348;697;Rim;88;"Karfeddion (L-18, Outer Rim West, 6 hyperlanes)
Geology: Planet, Mild, Temperate, Agriculture
Species: Human, Balinaka, Ossan
Economy: -
History: Years prior to the Battle of Naboo, Q'anah's lover, a pirate leader in the Senex and member of House Elegin, was captured, sentenced to death, and executed on Karfeddion. Karfeddion is connected via hyperspace route to Belsavis and Dolla.
Sources: Atlas
"
Kef Bir;236;11878;Outer Rim West;321;678;Rim;90;"Kef Bir (H-16, Outer Rim West, 0 hyperlane)
Geology: Moon, Grassland Islands, Ocean
Species: Human
Economy: -
History: Kef Bir is known as the Ocean Moon of Endor, it is an ocean moon orbiting the gas giant Endor, the same Gas giant as the Forest moon of the same name. 
Sources: Episode IX
"
Rattatak;237;11879;Outer Rim West;323;638;Rim;141;"Rattatak (H-16, Outer Rim West, 0 hyperlane)
Geology: Planet, Mountains, Canyons, Desert
Species: Rattataki (native), Vollick (native), Trogodile (native), Dathomirian, Human, Kerch Kushi, Siniteen, Voe Atell, Weequay
Economy: Mercenaries, Weapons
History: Rattatak is an Outer Rim world that was unknown to the Galactic Republic at the beginning of the Clone Wars. Most settlements appeared to be hewn into the rock itself.
Sources: Clone Wars, Atlas"
